cdsID	uniprot	u_ev	spur	s_ev	cel	cel_ev	dmel	dmel_ev
lcl|NW_011934589.1_cds_XP_011440940.1_197	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934589.1_cds_XP_019926640.1_198	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934589.1_cds_XP_011441056.1_199	sp|B3EWZ3|CADN_ACRMI	6.41e-80	XP_030853395.1	1.56e-71	C02B4.1b	1.34e-53	NA	NA
lcl|NW_011934589.1_cds_XP_011441171.1_200	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934589.1_cds_XP_011441284.1_201	sp|F1MBP6|KLHL3_BOVIN	3.76e-118	XP_030843513.1	0	R12E2.1	5.94e-101	NA	NA
lcl|NW_011934591.1_cds_XP_019926848.1_202	sp|Q9H0H0|INT2_HUMAN	0	XP_030847416.1	0	NA	NA	NA	NA
lcl|NW_011934591.1_cds_XP_011441732.1_203	sp|Q9H0H0|INT2_HUMAN	0	XP_030847416.1	0	NA	NA	NA	NA
lcl|NW_011934591.1_cds_XP_011441856.1_204	sp|Q28FE2|MED31_XENTR	4.16e-65	XP_794567.1	3.89e-61	F32H2.2a	9.25e-42	FBgn0037263	2.45e-26
lcl|NW_011934591.1_cds_XP_011441975.1_205	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934591.1_cds_XP_011442049.1_206	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934591.1_cds_XP_011442237.1_207	sp|Q8AXX2|TBX1_DANRE	8.04e-115	XP_011662834.1	9.47e-113	H14A12.4	8.97e-70	FBgn0021767	8.37e-26
lcl|NW_011934591.1_cds_XP_011442434.1_208	sp|P22059|OSBP1_HUMAN	0	XP_030847684.1	0	Y47D3A.17a	0	FBgn0020626	3.55e-33
lcl|NW_011934591.1_cds_XP_011442354.1_209	sp|P22059|OSBP1_HUMAN	0	XP_030847684.1	0	Y47D3A.17e	0	FBgn0020626	3.55e-33
lcl|NW_011934591.1_cds_XP_011442671.1_210	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934591.1_cds_XP_019927106.1_211	sp|Q9JMB7|PIWL1_MOUSE	0	XP_030835355.1	0	D2030.6	2.74e-172	NA	NA
lcl|NW_011934591.1_cds_XP_019927152.1_212	sp|Q9JMB7|PIWL1_MOUSE	0	XP_030835355.1	0	D2030.6	3.45e-169	NA	NA
lcl|NW_011934591.1_cds_XP_011442942.1_213	sp|Q9JMB7|PIWL1_MOUSE	0	XP_030835355.1	0	D2030.6	3.45e-169	NA	NA
lcl|NW_011934592.1_cds_XP_011443129.1_214	sp|Q9UGP8|SEC63_HUMAN	1.15e-49	XP_030850800.1	1.58e-45	Y63D3A.6a	9.82e-22	NA	NA
lcl|NW_011934593.1_cds_XP_011443235.1_215	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934594.1_cds_XP_011443354.1_216	sp|Q66IZ5|TAD3B_XENLA	7.82e-125	XP_030849022.1	7.16e-98	NA	NA	NA	NA
lcl|NW_011934594.1_cds_XP_011443455.1_217	sp|Q5KR61|PIGV_RAT	4.14e-109	XP_030848488.1	2.4e-85	T09B4.1	1.23e-28	NA	NA
lcl|NW_011934594.1_cds_XP_011443535.1_218	sp|Q5KR61|PIGV_RAT	9.4e-104	XP_030848488.1	1.45e-80	T09B4.1	1.42e-27	NA	NA
lcl|NW_011934594.1_cds_XP_011443785.1_219	sp|Q5ZLY5|PKHF2_CHICK	1.91e-106	XP_030849316.1	3.43e-95	ZK632.12	2.64e-89	NA	NA
lcl|NW_011934594.1_cds_XP_011443946.1_220	sp|Q5ZLY5|PKHF2_CHICK	1.04e-106	XP_030849316.1	2.62e-95	ZK632.12	2.55e-89	NA	NA
lcl|NW_011934594.1_cds_XP_011443864.1_221	sp|O76902|PKHF1_DROME	4.88e-107	XP_030849316.1	1.24e-95	ZK632.12	1.21e-90	NA	NA
lcl|NW_011934594.1_cds_XP_011444013.1_222	sp|Q5ZLY5|PKHF2_CHICK	1.48e-109	XP_030849316.1	2.6e-98	ZK632.12	1.8e-92	NA	NA
lcl|NW_011934594.1_cds_XP_011444203.1_223	sp|Q8WQI5|RS8_SPOFR	4.38e-101	XP_030830111.1	3.25e-102	F42C5.8a	2.91e-89	FBgn0039713	1.6e-24
lcl|NW_011934594.1_cds_XP_011444489.1_224	sp|Q13188|STK3_HUMAN	0	XP_011667292.1	2.09e-176	C24A8.4	1.52e-158	FBgn0261456	5.59e-98
lcl|NW_011934594.1_cds_XP_011444334.1_225	sp|Q13188|STK3_HUMAN	0	XP_011667292.1	3.09e-176	C24A8.4	2.86e-158	FBgn0261456	5.84e-98
lcl|NW_011934594.1_cds_XP_011444411.1_226	sp|Q13188|STK3_HUMAN	0	XP_011667292.1	5.96e-173	C24A8.4	9.88e-158	FBgn0261456	7.1e-97
lcl|NW_011934594.1_cds_XP_011444553.1_227	sp|Q13188|STK3_HUMAN	0	XP_011667292.1	1.32e-177	C24A8.4	4.95e-160	FBgn0261456	4.58e-98
lcl|NW_011934594.1_cds_XP_011444680.1_228	sp|Q9JJ05|C1GLT_RAT	3.37e-57	XP_786522.5	1.99e-56	C38H2.2	2.45e-54	NA	NA
lcl|NW_011934594.1_cds_XP_011445038.1_229	sp|P58317|ZN121_HUMAN	5.32e-35	XP_030833949.1	9.43e-34	Y38H8A.5	4.82e-33	NA	NA
lcl|NW_011934594.1_cds_XP_011444795.1_230	sp|P58317|ZN121_HUMAN	7.48e-35	XP_030833949.1	1.03e-33	Y38H8A.5	5.85e-33	NA	NA
lcl|NW_011934594.1_cds_XP_011444966.1_231	sp|P58317|ZN121_HUMAN	7.48e-35	XP_030833949.1	1.03e-33	Y38H8A.5	5.85e-33	NA	NA
lcl|NW_011934594.1_cds_XP_019927731.1_232	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934594.1_cds_XP_011445262.1_233	sp|Q96RT8|GCP5_HUMAN	0	XP_030830331.1	0	NA	NA	NA	NA
lcl|NW_011934594.1_cds_XP_011445336.1_234	sp|Q96RT8|GCP5_HUMAN	0	XP_030830331.1	1.79e-180	NA	NA	NA	NA
lcl|NW_011934594.1_cds_XP_019928018.1_235	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934594.1_cds_XP_011445583.1_236	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934594.1_cds_XP_011445440.1_237	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934594.1_cds_XP_011445516.1_238	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934594.1_cds_XP_011445700.1_239	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934594.1_cds_XP_011445861.1_240	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934594.1_cds_XP_011445786.1_241	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934594.1_cds_XP_011445945.1_242	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934594.1_cds_XP_011446024.1_243	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934594.1_cds_XP_019928045.1_244	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934594.1_cds_XP_011446148.1_245	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934594.1_cds_XP_011446228.1_246	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934594.1_cds_XP_019927995.1_247	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934594.1_cds_XP_011446415.1_248	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934595.1_cds_XP_011446775.1_249	sp|P50430|ARSB_RAT	0	XP_030848934.1	0	C54D2.4	2.18e-90	NA	NA
lcl|NW_011934595.1_cds_XP_011446889.1_250	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934595.1_cds_XP_019928092.1_251	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934596.1_cds_XP_019928131.1_252	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934598.1_cds_XP_019928180.1_253	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934598.1_cds_XP_019928196.1_254	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934598.1_cds_XP_011448414.1_255	sp|Q96MU7|YTDC1_HUMAN	5.06e-73	XP_030852217.1	1.09e-73	NA	NA	NA	NA
lcl|NW_011934598.1_cds_XP_011447601.1_256	sp|Q96MU7|YTDC1_HUMAN	2.93e-81	XP_030852217.1	2.78e-71	NA	NA	NA	NA
lcl|NW_011934598.1_cds_XP_019928314.1_257	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934598.1_cds_XP_011447872.1_258	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934598.1_cds_XP_011447718.1_259	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934598.1_cds_XP_011447963.1_260	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934598.1_cds_XP_011448074.1_261	sp|Q9BT81|SOX7_HUMAN	1.23e-25	XP_791983.2	7.17e-23	K08A8.2a	1.22e-21	NA	NA
lcl|NW_011934598.1_cds_XP_011448182.1_262	sp|Q9BHM6|OCDH_PECMA	4.63e-128	NA	NA	NA	NA	NA	NA
lcl|NW_011934599.1_cds_XP_011448616.1_263	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934599.1_cds_XP_011448530.1_264	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934599.1_cds_XP_011448701.1_265	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934599.1_cds_XP_011448812.2_266	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934599.1_cds_XP_019928591.1_267	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934600.1_cds_XP_011448935.1_268	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934600.1_cds_XP_011449127.1_269	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934600.1_cds_XP_011449227.1_270	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934601.1_cds_XP_019928729.1_271	NA	NA	NA	NA	F58E6.13d	1.07e-21	NA	NA
lcl|NW_011934602.1_cds_XP_011449451.1_272	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934603.1_cds_XP_011449554.1_273	sp|O00399|DCTN6_HUMAN	1.27e-65	XP_786640.2	2.69e-64	NA	NA	NA	NA
lcl|NW_011934603.1_cds_XP_011449667.1_274	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934603.1_cds_XP_011449977.1_275	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934605.1_cds_XP_011450104.2_276	sp|P16273|PRPX_HORVU	1.11e-24	XP_030848122.1	1.48e-40	NA	NA	NA	NA
lcl|NW_011934605.1_cds_XP_011450226.1_277	sp|Q21415|GLR3_CAEEL	1.36e-46	XP_030836055.1	9.46e-42	K10D3.1	8.99e-48	NA	NA
lcl|NW_011934605.1_cds_XP_019929033.1_278	sp|Q6YHK3|CD109_HUMAN	8.3500000000000008e-164	XP_030839853.1	2.67e-157	ZK337.1a	5.16e-165	NA	NA
lcl|NW_011934606.1_cds_XP_011450532.1_279	sp|C0HL12|AGRB1_RAT	2.73e-39	XP_030832015.1	2.32e-38	B0286.2a	4.28e-35	NA	NA
lcl|NW_011934606.1_cds_XP_011450633.1_280	sp|A2ARV4|LRP2_MOUSE	1.12e-56	XP_030845776.1	8.28e-82	F29D11.1	4.16e-29	NA	NA
lcl|NW_011934608.1_cds_XP_011450935.1_281	NA	NA	XP_030832587.1	9.3e-49	NA	NA	NA	NA
lcl|NW_011934608.1_cds_XP_019929151.1_282	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934609.1_cds_XP_011451048.1_283	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934609.1_cds_XP_019929232.1_284	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934609.1_cds_XP_011451705.1_285	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934609.1_cds_XP_011451234.1_286	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934609.1_cds_XP_011451349.2_287	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934609.1_cds_XP_011451815.1_288	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934609.1_cds_XP_011451477.1_289	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934609.1_cds_XP_011451592.1_290	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934610.1_cds_XP_011451917.1_291	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934610.1_cds_XP_019929494.1_292	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934611.1_cds_XP_011452625.1_293	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934611.1_cds_XP_011452278.2_294	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934611.1_cds_XP_011452429.1_295	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934611.1_cds_XP_019929757.1_296	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934611.1_cds_XP_019929731.1_297	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934611.1_cds_XP_011452747.1_298	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934612.1_cds_XP_019929820.1_299	sp|Q6GNV7|DIRC2_XENLA	6.18e-48	XP_030828352.1	1.39e-51	NA	NA	NA	NA
lcl|NW_011934612.1_cds_XP_011453081.1_300	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934612.1_cds_XP_011453265.1_301	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934612.1_cds_XP_011453378.1_302	sp|Q28EH9|NEMP1_XENTR	7.17e-53	XP_795501.3	2.68e-59	F10C5.2	1.45e-39	NA	NA
lcl|NW_011934612.1_cds_XP_011453584.1_303	sp|E9Q4F2|KLH18_MOUSE	0	XP_783729.1	0	T27E9.4a	2.48e-178	NA	NA
lcl|NW_011934612.1_cds_XP_011453703.1_304	sp|Q7Z442|PK1L2_HUMAN	2.51e-33	NP_001091921.1	8.48e-45	ZK945.9	2.14e-26	NA	NA
lcl|NW_011934612.1_cds_XP_011454490.1_305	sp|Q2EG98|PK1L3_MOUSE	1.48e-25	NP_001091930.1	1.4e-36	NA	NA	NA	NA
lcl|NW_011934612.1_cds_XP_019930013.1_306	sp|Q7Z443|PK1L3_HUMAN	2.73e-46	NP_001091930.1	2.84e-119	ZK945.9	1.76e-21	NA	NA
lcl|NW_011934612.1_cds_XP_019930229.1_307	NA	NA	XP_030850203.1	3.25e-31	NA	NA	NA	NA
lcl|NW_011934612.1_cds_XP_011454856.2_308	NA	NA	XP_030831435.1	2.78e-112	C05D2.8	5.79e-47	NA	NA
lcl|NW_011934612.1_cds_XP_011453923.1_309	sp|Q8BYF6|SC5A8_MOUSE	4.36e-129	XP_030838764.1	5.49e-142	ZK822.5a	9.66e-70	NA	NA
lcl|NW_011934612.1_cds_XP_011454046.1_310	NA	NA	XP_030852436.1	2.48e-75	NA	NA	NA	NA
lcl|NW_011934612.1_cds_XP_011454171.1_311	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934612.1_cds_XP_011454255.1_312	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934613.1_cds_XP_019930286.1_313	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934613.1_cds_XP_011455040.1_314	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934613.1_cds_XP_011455114.1_315	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934613.1_cds_XP_011454969.1_316	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934613.1_cds_XP_011455224.1_317	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934613.1_cds_XP_011455342.1_318	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934613.1_cds_XP_011455453.1_319	NA	NA	XP_786957.3	5.11e-51	NA	NA	NA	NA
lcl|NW_011934615.1_cds_XP_011456313.1_320	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934615.1_cds_XP_011455563.1_321	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934615.1_cds_XP_011455626.1_322	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934615.1_cds_XP_011455819.1_323	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934615.1_cds_XP_019930530.1_324	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934615.1_cds_XP_011455924.1_325	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934615.1_cds_XP_019930602.1_326	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934615.1_cds_XP_011456108.1_327	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934615.1_cds_XP_011456188.1_328	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934615.1_cds_XP_019930719.1_329	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934615.1_cds_XP_019930693.1_330	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934616.1_cds_XP_019930804.1_331	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934618.1_cds_XP_011456539.1_332	sp|G3X987|GIMA9_MOUSE	5.1e-29	NA	NA	NA	NA	NA	NA
lcl|NW_011934620.1_cds_XP_019930887.1_333	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934620.1_cds_XP_011457069.1_334	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934620.1_cds_XP_011457146.1_335	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934620.1_cds_XP_011411860.1_336	NA	NA	XP_030830789.1	3.88e-30	NA	NA	NA	NA
lcl|NW_011934620.1_cds_XP_019918055.1_337	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934622.1_cds_XP_011412854.1_338	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934622.1_cds_XP_011412440.1_339	sp|Q99KJ8|DCTN2_MOUSE	3.12e-114	XP_030846061.1	3.1e-123	NA	NA	NA	NA
lcl|NW_011934622.1_cds_XP_011412372.1_340	sp|Q99KJ8|DCTN2_MOUSE	3.12e-114	XP_030846061.1	3.1e-123	NA	NA	NA	NA
lcl|NW_011934622.1_cds_XP_011412638.1_341	NA	NA	XP_030831666.1	1.27e-27	NA	NA	NA	NA
lcl|NW_011934622.1_cds_XP_019918314.1_342	NA	NA	XP_030829438.1	7.85e-21	NA	NA	NA	NA
lcl|NW_011934622.1_cds_XP_019918290.1_343	NA	NA	XP_030852067.1	3.35e-67	NA	NA	NA	NA
lcl|NW_011934622.1_cds_XP_011412716.1_344	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934623.1_cds_XP_019918469.1_345	sp|Q8C176|TAF2_MOUSE	3.11e-28	XP_030839038.1	1.28e-27	NA	NA	NA	NA
lcl|NW_011934623.1_cds_XP_019918445.1_346	sp|Q8C176|TAF2_MOUSE	3.47e-28	XP_030839038.1	1.5e-27	NA	NA	NA	NA
lcl|NW_011934623.1_cds_XP_019918423.1_347	sp|Q8C176|TAF2_MOUSE	4.01e-28	XP_030839038.1	2.22e-27	NA	NA	NA	NA
lcl|NW_011934623.1_cds_XP_011412975.1_348	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934623.1_cds_XP_011413052.1_349	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934623.1_cds_XP_011413521.1_350	sp|Q32PW3|TAF2_DANRE	0	XP_030839038.1	0	Y37E11B.4	0	NA	NA
lcl|NW_011934623.1_cds_XP_011413449.1_351	sp|Q32PW3|TAF2_DANRE	0	XP_030839038.1	0	Y37E11B.4	0	NA	NA
lcl|NW_011934623.1_cds_XP_011413372.1_352	sp|Q32PW3|TAF2_DANRE	0	XP_030839038.1	0	Y37E11B.4	0	NA	NA
lcl|NW_011934623.1_cds_XP_011413290.1_353	sp|Q32PW3|TAF2_DANRE	0	XP_030839038.1	0	Y37E11B.4	0	NA	NA
lcl|NW_011934623.1_cds_XP_011413169.1_354	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934623.1_cds_XP_011413651.1_355	sp|Q8N6T3|ARFG1_HUMAN	1.13e-89	XP_030838920.1	5.9e-66	K02B12.7	4.12e-67	NA	NA
lcl|NW_011934623.1_cds_XP_011413723.1_356	sp|Q8N6T3|ARFG1_HUMAN	1.79e-88	XP_030838920.1	5.61e-66	K02B12.7	5.4e-67	NA	NA
lcl|NW_011934623.1_cds_XP_011413922.1_357	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934623.1_cds_XP_011414040.2_358	sp|Q8BGW3|BHE23_MOUSE	4.44e-38	XP_011682018.2	1.39e-37	Y105C5B.29	5.35e-28	FBgn0032651	2.7e-28
lcl|NW_011934623.1_cds_XP_019918854.1_359	sp|O60306|AQR_HUMAN	0	XP_003725465.2	0	Y80D3A.2a	0	FBgn0051368	1.19e-105
lcl|NW_011934623.1_cds_XP_011414342.1_360	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934623.1_cds_XP_011414455.1_361	sp|P41214|EIF2D_HUMAN	1.73e-128	XP_030852103.1	1.84e-108	C25H3.4	1.42e-56	NA	NA
lcl|NW_011934623.1_cds_XP_011414571.1_362	sp|Q9R095|SPEF2_RAT	3.73e-149	XP_030852722.1	0	NA	NA	NA	NA
lcl|NW_011934623.1_cds_XP_011414730.1_363	sp|Q9C093|SPEF2_HUMAN	6.78e-159	XP_030852720.1	0	NA	NA	NA	NA
lcl|NW_011934623.1_cds_XP_011414807.1_364	sp|Q9C093|SPEF2_HUMAN	1.61e-160	XP_030852720.1	0	NA	NA	NA	NA
lcl|NW_011934623.1_cds_XP_011414644.1_365	sp|Q9R095|SPEF2_RAT	4.99e-151	XP_030852722.1	0	NA	NA	NA	NA
lcl|NW_011934623.1_cds_XP_011414901.2_366	sp|Q8BHG1|NRDC_MOUSE	0	XP_030852081.1	0	F44E7.4b	1.1e-108	NA	NA
lcl|NW_011934624.1_cds_XP_011415140.1_367	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934624.1_cds_XP_011415261.1_368	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934624.1_cds_XP_019919121.1_369	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934624.1_cds_XP_019919144.1_370	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934624.1_cds_XP_011415373.1_371	sp|O70306|TBX15_MOUSE	1.85e-67	XP_011662833.1	1.9e-57	H14A12.4	5.6e-52	NA	NA
lcl|NW_011934624.1_cds_XP_011415490.1_372	sp|Q56A18|SMCE1_RAT	1.34e-75	XP_030828015.1	5.06e-63	Y71H2AM.17	9.35e-48	NA	NA
lcl|NW_011934624.1_cds_XP_011415566.1_373	sp|Q56A18|SMCE1_RAT	1.25e-75	XP_030828015.1	4.76e-63	Y71H2AM.17	8.95e-48	NA	NA
lcl|NW_011934624.1_cds_XP_011415954.1_374	sp|Q56A18|SMCE1_RAT	2.26e-76	XP_030828015.1	1.24e-63	Y71H2AM.17	3.3e-48	NA	NA
lcl|NW_011934624.1_cds_XP_011415725.1_375	sp|Q56A18|SMCE1_RAT	1.52e-75	XP_030828015.1	4.56e-63	Y71H2AM.17	1.13e-47	NA	NA
lcl|NW_011934624.1_cds_XP_011415801.1_376	sp|Q56A18|SMCE1_RAT	1.41e-75	XP_030828015.1	4.29e-63	Y71H2AM.17	1.08e-47	NA	NA
lcl|NW_011934624.1_cds_XP_011416030.1_377	sp|Q56A18|SMCE1_RAT	2.29e-76	XP_030828015.1	1.02e-63	Y71H2AM.17	2.84e-48	NA	NA
lcl|NW_011934624.1_cds_XP_011415641.1_378	sp|Q56A18|SMCE1_RAT	1.44e-75	XP_030828015.1	5.74e-63	Y71H2AM.17	1.33e-48	NA	NA
lcl|NW_011934624.1_cds_XP_011415879.1_379	sp|Q56A18|SMCE1_RAT	1.24e-75	XP_030828015.1	1.55e-62	Y71H2AM.17	3.98e-48	NA	NA
lcl|NW_011934624.1_cds_XP_019919374.1_380	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934624.1_cds_XP_011416138.1_381	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934625.1_cds_XP_019919531.1_382	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934625.1_cds_XP_019919465.1_383	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934625.1_cds_XP_019919478.1_384	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934625.1_cds_XP_019919508.1_385	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934628.1_cds_XP_011416608.1_386	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934628.1_cds_XP_011416450.1_387	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934628.1_cds_XP_011416531.1_388	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934628.1_cds_XP_019919631.1_389	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934628.1_cds_XP_011416717.1_390	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934629.1_cds_XP_011416833.1_391	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934630.1_cds_XP_011416948.1_392	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934630.1_cds_XP_011417070.1_393	sp|B2RW38|CFA58_MOUSE	0	XP_030841721.1	0	NA	NA	NA	NA
lcl|NW_011934630.1_cds_XP_011417180.1_394	sp|B8JMH0|CAF17_DANRE	1.4e-78	XP_030846809.1	2.73e-72	F39H2.3	1.02e-39	NA	NA
lcl|NW_011934630.1_cds_XP_011417265.1_395	sp|B8JMH0|CAF17_DANRE	1.4e-78	XP_030846809.1	2.73e-72	F39H2.3	1.02e-39	NA	NA
lcl|NW_011934630.1_cds_XP_019919957.1_396	sp|O43174|CP26A_HUMAN	5.05e-74	XP_001199776.1	7.21e-52	T19B10.1	6.75e-27	NA	NA
lcl|NW_011934630.1_cds_XP_011417379.1_397	sp|O43174|CP26A_HUMAN	5.05e-74	XP_001199776.1	7.21e-52	T19B10.1	6.75e-27	NA	NA
lcl|NW_011934630.1_cds_XP_019919986.1_398	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011934630.1_cds_XP_019920100.1_399	sp|P04113|MLRA_MIZYE	2.35e-80	XP_783666.1	4.19e-59	C56G7.1	6.7e-55	NA	NA
lcl|NW_011934630.1_cds_XP_011417860.1_400	sp|P04113|MLRA_MIZYE	2.35e-80	XP_783666.1	4.19e-59	C56G7.1	6.7e-55	NA	NA
lcl|NW_011934630.1_cds_XP_011417931.1_401	sp|P04113|MLRA_MIZYE	6.9e-70	XP_783666.1	5.19e-50	C56G7.1	6.54e-46	NA	NA
lcl|NW_011934630.1_cds_XP_011417566.1_402	sp|P04113|MLRA_MIZYE	2.12e-80	XP_783666.1	4.85e-59	C56G7.1	6.51e-55	NA	NA
lcl|NW_011934630.1_cds_XP_011417491.1_403	sp|P04113|MLRA_MIZYE	5.59e-88	XP_783666.1	2.89e-61	C56G7.1	3.8e-57	NA	NA
lcl|NW_011934630.1_cds_XP_011417648.1_404	sp|P04113|MLRA_MIZYE	5.59e-88	XP_783666.1	2.89e-61	C56G7.1	3.8e-57	NA	NA
lcl|NW_011934630.1_cds_XP_011418025.1_405	sp|Q95KE5|RM43_BOVIN	1.12e-30	XP_791628.1	3.54e-45	C25A1.13	3.86e-36	NA	NA
